Politique
FIFO

Numéro    Intitulé              Arrivée    Durée    Priorité
7937      Tache7937                 4407        5           0
7938      Tache7938                 1077        4           5
7939      Tache7939                 3736        3           7
7940      Tache7940                 4462        5           1
7941      Tache7941                  666        8           6
7942      Tache7942                 2264        3           0
7943      Tache7943                 2592        7           0
7944      Tache7944                 1521        4           3
7945      Tache7945                 4427        8          10
7946      Tache7946                 2059        8           4
7947      Tache7947                 1446        8           0
7948      Tache7948                 2701        6           9
7949      Tache7949                 2280        8           9
7950      Tache7950                 3082        9           3
7951      Tache7951                 4981        9           1
7952      Tache7952                  185        2           3
7953      Tache7953                  100        4           0
7954      Tache7954                 1972        2           8
7955      Tache7955                 1336        2           2
7956      Tache7956                 2868        9           6
7957      Tache7957                 4908        1           6
7958      Tache7958                  786        4           8
7959      Tache7959                 4249        4          10
7960      Tache7960                 3066        8           2
7961      Tache7961                 1849        7          10
7962      Tache7962                  215       10          10
7963      Tache7963                 1542        1           4
7964      Tache7964                 4536       10           3
7965      Tache7965                  769        4           6
7966      Tache7966                 4832       10           2
7967      Tache7967                 3986        9           6
7968      Tache7968                 3436        4           3
7969      Tache7969                 4533        2          10
7970      Tache7970                 4105        5           8
7971      Tache7971                  268        8           3
7972      Tache7972                  283        5          10
7973      Tache7973                  351        2           9
7974      Tache7974                 4811        2           6
7975      Tache7975                 4550        3           4
7976      Tache7976                 4296        9           0
7977      Tache7977                 3302        8           5
7978      Tache7978                 3018        3           5
7979      Tache7979                   61        1           2
7980      Tache7980                 4958        7           3
7981      Tache7981                 2599        3           0
7982      Tache7982                 1914        2           6
7983      Tache7983                 3011       10           6
7984      Tache7984                  134        3           5
7985      Tache7985                  824        8          10
7986      Tache7986                 3615       10           6
7987      Tache7987                 4817        8           4
7988      Tache7988                 2244        7           0
7989      Tache7989                 3306        4           5
7990      Tache7990                 3195        5           5
7991      Tache7991                 4088        7           2
7992      Tache7992                 1790        6           5
7993      Tache7993                 3158       10           2
7994      Tache7994                  755        1           8
7995      Tache7995                  300        7           6
7996      Tache7996                 4015        3           4
7997      Tache7997                 4849        1           3
7998      Tache7998                 4867        1          10
7999      Tache7999                 2164        2           9
8000      Tache8000                 1986        3           1
8001      Tache8001                 4603        1           1
8002      Tache8002                 4950        6           5
8003      Tache8003                 1458        6           5
8004      Tache8004                    4        7           2
8005      Tache8005                 1487        1           4
8006      Tache8006                  760        5           3
8007      Tache8007                 1374        6           1
8008      Tache8008                   26        8          10
8009      Tache8009                 1084        9           9
8010      Tache8010                 4227        1          10
8011      Tache8011                 4388        1           2
8012      Tache8012                 4289        7           7
8013      Tache8013                 1566        2           8
8014      Tache8014                 4029        3           1
8015      Tache8015                  458        3           5
8016      Tache8016                 2611        7           2
8017      Tache8017                  298        3           6
8018      Tache8018                 1044        1           0
8019      Tache8019                  502        1           8
8020      Tache8020                 3577        1           0
8021      Tache8021                  706        2           9
8022      Tache8022                 4527        6           8
8023      Tache8023                 2834        3           5
8024      Tache8024                 2207        5           1
8025      Tache8025                 3781        8           3
8026      Tache8026                 3118        8           2
8027      Tache8027                 3416        1           3
8028      Tache8028                 3170        3           8
8029      Tache8029                 4498        4           7
8030      Tache8030                 3243        4           8
8031      Tache8031                  253        9          10
8032      Tache8032                  216        1           4
8033      Tache8033                  530        8           6
8034      Tache8034                 4147        7           8
8035      Tache8035                 1872        3           3
8036      Tache8036                 4268        6           7
8037      Tache8037                 2972        4           8
8038      Tache8038                 4747        5          10
8039      Tache8039                 3009        5           6
8040      Tache8040                 3394        3           2
8041      Tache8041                 2955        2           4
8042      Tache8042                 2687        1           9
8043      Tache8043                  742        6           7
8044      Tache8044                  104        6           5
8045      Tache8045                 1377        5           9
8046      Tache8046                  935        4           9
8047      Tache8047                 3164        2           6
8048      Tache8048                 2221        5           1
8049      Tache8049                 2279        9          10
8050      Tache8050                 1961        3           4
8051      Tache8051                 2488        1           8
8052      Tache8052                 1114        8           7
8053      Tache8053                 3252        2          10
8054      Tache8054                 3968       10           8
8055      Tache8055                 3878       10           6
8056      Tache8056                 3013        1           1
8057      Tache8057                 3151        8           8
8058      Tache8058                 2212        8          10
8059      Tache8059                  920        1           1
8060      Tache8060                 1425       10           1
8061      Tache8061                  294        5           1
8062      Tache8062                 4176        4           4
8063      Tache8063                  564        8           3
8064      Tache8064                 4870        3          10
8065      Tache8065                  298        1           8
8066      Tache8066                  228        4           3
8067      Tache8067                 2710       10           1
8068      Tache8068                  139        4           5
8069      Tache8069                 1403        9           3
8070      Tache8070                 1641       10           4
8071      Tache8071                 1889        2           0
8072      Tache8072                 4215        1          10
8073      Tache8073                 2775        3           7
8074      Tache8074                 4864        3           3
8075      Tache8075                 1986        9           3
8076      Tache8076                 2116        1           6
8077      Tache8077                 1370        8           9
8078      Tache8078                 2195        5          10
8079      Tache8079                 1653        1           7
8080      Tache8080                 1304        2           7
8081      Tache8081                 2173        9           3
8082      Tache8082                  610        4           8
8083      Tache8083                 1176        1           8
8084      Tache8084                 3256        5           4
8085      Tache8085                 2170        5           3
8086      Tache8086                 2837        9           9
8087      Tache8087                 1317        8           7
8088      Tache8088                 3732       10           6
8089      Tache8089                  763        5           3
8090      Tache8090                 4638        5           7
8091      Tache8091                 2967       10           2
8092      Tache8092                  167        8           9
8093      Tache8093                 1239        2           7
8094      Tache8094                 2413        8           3
8095      Tache8095                  283        2           5
8096      Tache8096                 4152        6           9
8097      Tache8097                 3273        7           1
8098      Tache8098                 3616        2           9
8099      Tache8099                 1573        1           1
8100      Tache8100                 1409       10           1
8101      Tache8101                  577       10           5
8102      Tache8102                 1307        9           9
8103      Tache8103                 2519        7           3
8104      Tache8104                 3174        2          10
8105      Tache8105                 4764        7           3
8106      Tache8106                 1086        6          10
8107      Tache8107                 2948        4           3
8108      Tache8108                  570        4           7
8109      Tache8109                  215        6           4
8110      Tache8110                 2245        6           2
8111      Tache8111                 3425        2           0
8112      Tache8112                 1673        6           6
8113      Tache8113                 1035        6           4
8114      Tache8114                 1278        1           5
8115      Tache8115                 1485        3          10
8116      Tache8116                 3823        6           7
8117      Tache8117                 1447        7           1
8118      Tache8118                 4768        9           1
8119      Tache8119                 2787        2           9
8120      Tache8120                 1365        3           7
8121      Tache8121                  139        4           8
8122      Tache8122                 1192        9           1
8123      Tache8123                 4094        8           1
8124      Tache8124                 4270       10           1
8125      Tache8125                  881        4           6
8126      Tache8126                 1759        6           3
8127      Tache8127                 2889        9           6
8128      Tache8128                  259        4           7
8129      Tache8129                 2314        3           1
8130      Tache8130                  817       10           9
8131      Tache8131                 4893        3           5
8132      Tache8132                 4906        9           2
8133      Tache8133                 2338        4           8
8134      Tache8134                 4311        3           4
8135      Tache8135                 2496        8           4
8136      Tache8136                 1360        4           4
8137      Tache8137                 1439        6           7
8138      Tache8138                 3548       10           8
8139      Tache8139                 2771        1           9
8140      Tache8140                 1995        6           1
8141      Tache8141                 3798        1           6
8142      Tache8142                  801        4           5
8143      Tache8143                  601        8           8
8144      Tache8144                 4264        9           2
8145      Tache8145                 4277        3           3
8146      Tache8146                 1008        5           4
8147      Tache8147                 2698        1           6
8148      Tache8148                  924        4           8
8149      Tache8149                 3646        5           0
8150      Tache8150                 1631        7           1
8151      Tache8151                  182        1           0
8152      Tache8152                 1910        8           7
8153      Tache8153                 3306        2           0
8154      Tache8154                 1184        5           4
8155      Tache8155                 1753        4           8
8156      Tache8156                 1802        6           4
8157      Tache8157                  543       10           1
8158      Tache8158                 3915        7           8
8159      Tache8159                 1777        4          10
8160      Tache8160                 3127        5           2
8161      Tache8161                 4513       10           0
8162      Tache8162                 1586        2          10
8163      Tache8163                 3257        7           9
8164      Tache8164                 2511        9           3
8165      Tache8165                 2717        8           3
8166      Tache8166                 3920        3           4
8167      Tache8167                 1240        5           0
8168      Tache8168                 1813        6           8
8169      Tache8169                 4242        8           1
8170      Tache8170                 3394       10           0
8171      Tache8171                 2566        4           7
8172      Tache8172                 3992       10          10
8173      Tache8173                 3387        8           6
8174      Tache8174                 3780        8           1
8175      Tache8175                 3757        4           6
8176      Tache8176                 4909        6          10
8177      Tache8177                 4726        8           7
8178      Tache8178                  289        4          10
8179      Tache8179                 1178        4          10
8180      Tache8180                 3555        2           1
8181      Tache8181                 4447        9           4
8182      Tache8182                 2255        7           1
8183      Tache8183                 3541        3           2
8184      Tache8184                 1297        2          10
8185      Tache8185                 2148        1           2
8186      Tache8186                 2200        9           5
8187      Tache8187                 4195        8           7
8188      Tache8188                 2437        1           1
8189      Tache8189                 1619        8          10
8190      Tache8190                   57       10           1
8191      Tache8191                 1556        8           3
8192      Tache8192                 1915        3           8
8193      Tache8193                 4582        1           3
8194      Tache8194                  546        4           9
8195      Tache8195                  819        5           2
8196      Tache8196                 4687        7          10
8197      Tache8197                 2275        6           8
8198      Tache8198                 1479        5           8
8199      Tache8199                 3290        7          10
8200      Tache8200                  359        3           7
8201      Tache8201                 4227        8           4
8202      Tache8202                 1261        5           4
8203      Tache8203                 3354        8           3
8204      Tache8204                  331        9           9
8205      Tache8205                 3864        7           3
8206      Tache8206                 3793        8           1
8207      Tache8207                 1671        6           0
8208      Tache8208                 4454        4           2
8209      Tache8209                 3658        9           1
8210      Tache8210                 4655        4           6
8211      Tache8211                 4762        4           8
8212      Tache8212                 3033        4           7
8213      Tache8213                 4846        4           5
8214      Tache8214                 1059        8           3
8215      Tache8215                 4417        3           2
8216      Tache8216                 1687        2           4
8217      Tache8217                 4890        6           8
8218      Tache8218                 4343        3           9
8219      Tache8219                 4176        1           9
8220      Tache8220                 2882        5           3
8221      Tache8221                 2867        3           7
8222      Tache8222                  671        5           9
8223      Tache8223                 2129        1           4
8224      Tache8224                 3736        3           5
8225      Tache8225                 2928        4           1
8226      Tache8226                  157        8           3
8227      Tache8227                 4640        1           9
8228      Tache8228                 2350        2           0
8229      Tache8229                 4559        7           7
8230      Tache8230                 4938        9           2
8231      Tache8231                 4168       10           3
8232      Tache8232                 3986        4           7
8233      Tache8233                 2166        9           4
8234      Tache8234                 1387       10           3
8235      Tache8235                 3940        8           1
8236      Tache8236                  173        7          10
8237      Tache8237                  448       10           8
8238      Tache8238                 1463       10           6
8239      Tache8239                 4734        7           9
8240      Tache8240                 3955        3           9
8241      Tache8241                 2078        7          10
8242      Tache8242                 2090        6           1
8243      Tache8243                 4841        9           4
8244      Tache8244                  101        7           6
8245      Tache8245                 2425        5           9
8246      Tache8246                 3348       10           2
8247      Tache8247                 1097        9           6
8248      Tache8248                 2146        3           5
8249      Tache8249                 2460        1           4
8250      Tache8250                 4237        6          10
8251      Tache8251                  311        5           0
8252      Tache8252                 2715        3           0
8253      Tache8253                  459        5           7
8254      Tache8254                 1827        7           7
8255      Tache8255                 4557        7           5
8256      Tache8256                 2305        9           4
8257      Tache8257                  974        4           3
8258      Tache8258                 2088        5           9
8259      Tache8259                 3343       10           0
8260      Tache8260                 4643        4           1
8261      Tache8261                 1756        5           4
8262      Tache8262                 3697        6           3
8263      Tache8263                  529        6           9
8264      Tache8264                  743       10           1
8265      Tache8265                 2060        6           1
8266      Tache8266                 4179        9           0
8267      Tache8267                 4449        7           0
8268      Tache8268                 3270        5           1
8269      Tache8269                 4818        7           6
8270      Tache8270                 3135        1           3
8271      Tache8271                 3513        9           4
8272      Tache8272                 2977        8           6
8273      Tache8273                 3780        3           4
8274      Tache8274                 2857        3           6
8275      Tache8275                  489       10          10
8276      Tache8276                 3102        8           2
8277      Tache8277                 3622        4           6
8278      Tache8278                 1251        7           5
8279      Tache8279                 3315        4           8
8280      Tache8280                 2907        3           3
8281      Tache8281                 4946        7           5
8282      Tache8282                 4356        7           2
8283      Tache8283                 1640        2           8
8284      Tache8284                 2954        7           3
8285      Tache8285                 1774        1          10
8286      Tache8286                 1485        2          10
8287      Tache8287                 3379        4           5
8288      Tache8288                 1985        8           5
8289      Tache8289                  450        8           2
8290      Tache8290                 3270        1           4
8291      Tache8291                 3966        1           4
8292      Tache8292                 4186        1           2
8293      Tache8293                 2224        9           6
8294      Tache8294                   65        9           7
8295      Tache8295                 4336        3           8
8296      Tache8296                 2110        4           6
8297      Tache8297                  817        2           7
8298      Tache8298                 4332       10           9
8299      Tache8299                 3103        6           1
8300      Tache8300                 4857        2           8
8301      Tache8301                  512        3           8
8302      Tache8302                 3171        4           7
8303      Tache8303                 4405        1           3
8304      Tache8304                  166        2           2
8305      Tache8305                  400        8           3
8306      Tache8306                  212        2          10
8307      Tache8307                 2121        1           2
8308      Tache8308                 2996        2           6
8309      Tache8309                 4466        6           7
8310      Tache8310                 2499        7           0
8311      Tache8311                 1401        9           0
8312      Tache8312                 4803        4           2
8313      Tache8313                 2376        7           2
8314      Tache8314                 2275        5           6
8315      Tache8315                 2220        3           2
8316      Tache8316                 1636        9           1
8317      Tache8317                 4164        8          10
8318      Tache8318                 1162        2           7
8319      Tache8319                  111        8           0
8320      Tache8320                 4365        6          10
8321      Tache8321                 3991        4           1
8322      Tache8322                 3784        1           0
8323      Tache8323                 1180        4           9
8324      Tache8324                  995        5           2
8325      Tache8325                 2782        4           5
8326      Tache8326                  424        9           4
8327      Tache8327                 4877        8          10
8328      Tache8328                  820        3           9
8329      Tache8329                 2080       10           9
8330      Tache8330                 4722        1           5
8331      Tache8331                 1549        9           1
8332      Tache8332                 4381        7           1
8333      Tache8333                 3933        2           3
8334      Tache8334                  801        9           9
8335      Tache8335                 1452        2           9
8336      Tache8336                 4139       10           9
8337      Tache8337                 2713        7           7
8338      Tache8338                 3852        7           9
8339      Tache8339                 3846        3           8
8340      Tache8340                 1184        2           6
8341      Tache8341                 4950        5           7
8342      Tache8342                 2834        1           8
8343      Tache8343                 4327        6           0
8344      Tache8344                 1991        9           3
8345      Tache8345                 3477        5           2
8346      Tache8346                 4814        8           6
8347      Tache8347                 1383        5           2
8348      Tache8348                 4577        9           8
8349      Tache8349                  698        9           7
8350      Tache8350                 1357        4           2
8351      Tache8351                 4495        5           3
8352      Tache8352                 1388        6          10
8353      Tache8353                 4912        3           5
8354      Tache8354                 2696        4           5
8355      Tache8355                 2100        6           9
8356      Tache8356                 1398       10           3
8357      Tache8357                 2417        5           3
8358      Tache8358                  899        7           4
8359      Tache8359                 2266        6           4
8360      Tache8360                  519        9           0
8361      Tache8361                 3051        9           6
8362      Tache8362                 1521        2           3
8363      Tache8363                  431        6           6
8364      Tache8364                 2382        6           4
8365      Tache8365                 2256        5           5
8366      Tache8366                 3130        8           2
8367      Tache8367                  720        6           4
8368      Tache8368                 1100        9           5
8369      Tache8369                 1735        6           7
8370      Tache8370                 3245        5           1
8371      Tache8371                  129        7           7
8372      Tache8372                 2444        9           5
8373      Tache8373                  232        5           7
8374      Tache8374                 3509        8           7
8375      Tache8375                 1907        9           0
8376      Tache8376                 3075        3           7
8377      Tache8377                 2452        1           0
8378      Tache8378                 1896        3           8
8379      Tache8379                 4989        2           9
8380      Tache8380                 1097       10           4
8381      Tache8381                 4895        6           8
8382      Tache8382                 3123        9           7
8383      Tache8383                 2888        4           5
8384      Tache8384                 3866        5           5
8385      Tache8385                 1232        4           3
8386      Tache8386                 2751        3           5
8387      Tache8387                 1779        2           2
8388      Tache8388                 3261        3           6
8389      Tache8389                 4615        7           5
8390      Tache8390                 2893        8           5
8391      Tache8391                 3619        6           5
8392      Tache8392                  530        4           5
8393      Tache8393                 4348        5           1
8394      Tache8394                 1163        7           8
8395      Tache8395                 2312        2           5
8396      Tache8396                  612        2           6
8397      Tache8397                 1345        5           2
8398      Tache8398                 4447        6           8
8399      Tache8399                  831        2           0
8400      Tache8400                 4995        6           8
8401      Tache8401                 3562        2           9
8402      Tache8402                  610        5           8
8403      Tache8403                 1554        7          10
8404      Tache8404                 1776        2           8
8405      Tache8405                 1901        1           5
8406      Tache8406                 4743        8           7
8407      Tache8407                 1532        6           5
8408      Tache8408                 4642        3           2
8409      Tache8409                 1473        9           0
8410      Tache8410                 4256        9           5
8411      Tache8411                 4469        7           4
8412      Tache8412                 3929       10           7
8413      Tache8413                 3667        7           5
8414      Tache8414                 3317       10           9
8415      Tache8415                  291        3           9
8416      Tache8416                 4947        5           1
8417      Tache8417                 1929        4          10
8418      Tache8418                  915        9           5
8419      Tache8419                 2613        3           5
8420      Tache8420                 1979       10           3
8421      Tache8421                 4456        1           7
8422      Tache8422                 2651        9           3
8423      Tache8423                 1377        9           8
8424      Tache8424                 4469        4           6
8425      Tache8425                  833       10           2
8426      Tache8426                 4955        2          10
8427      Tache8427                  548        1           1
8428      Tache8428                  456        9           2
8429      Tache8429                 4838        2           7
8430      Tache8430                 3482        6           5
8431      Tache8431                 4916       10           2
8432      Tache8432                 1585        1           0
8433      Tache8433                  423        7           2
8434      Tache8434                  915        3           0
8435      Tache8435                 1463        3           9
8436      Tache8436                  675        8           6
8437      Tache8437                 4007        1          10
8438      Tache8438                 3138        6          10
8439      Tache8439                  613        7           4
8440      Tache8440                 1724        5           7
8441      Tache8441                 3116        7           9
8442      Tache8442                 1037        1           2
8443      Tache8443                 2610        9          10
8444      Tache8444                  494        1           3
8445      Tache8445                 3472        2           1
8446      Tache8446                 3869        6           2
8447      Tache8447                  124        6           4
8448      Tache8448                  326        2           0
8449      Tache8449                 1770        6           5
8450      Tache8450                  609        9          10
8451      Tache8451                 1349        6           1
8452      Tache8452                  498        7           2
8453      Tache8453                 3263        7           3
8454      Tache8454                 4809       10           1
8455      Tache8455                 2428        3           6
8456      Tache8456                 1095        3           2
8457      Tache8457                 3814        1           5
8458      Tache8458                 3348        4           8
8459      Tache8459                   48        3           0
8460      Tache8460                 4892        7           9
8461      Tache8461                 3515        3           6
8462      Tache8462                 1579        2           1
8463      Tache8463                  436       10           1
8464      Tache8464                 3567        1           2
8465      Tache8465                 4106        9           9
8466      Tache8466                 1874        7           6
8467      Tache8467                  786       10           3
8468      Tache8468                 1633        3           8
8469      Tache8469                  321        7           7
8470      Tache8470                 1528        5           1
8471      Tache8471                 2255       10           6
8472      Tache8472                  238        7           7
8473      Tache8473                   48        7           8
8474      Tache8474                 1360        8           3
8475      Tache8475                  224        3           9
8476      Tache8476                  122        6          10
8477      Tache8477                 1007        9           4
8478      Tache8478                 4357        8           3
8479      Tache8479                   52        4           5
8480      Tache8480                 3382       10           8
8481      Tache8481                 3218        4          10
8482      Tache8482                 4751        3           1
8483      Tache8483                 3589        5           9
8484      Tache8484                 3492       10           2
8485      Tache8485                 2561        4           2
8486      Tache8486                  704        5           3
8487      Tache8487                 1871        6           2
8488      Tache8488                 4647        5           8
8489      Tache8489                  462        4           1
8490      Tache8490                  772        3           9
8491      Tache8491                  701        4           6
8492      Tache8492                 2921        3           2
8493      Tache8493                 4256        2           6
8494      Tache8494                 4820        7           4
8495      Tache8495                 1321        2           2
8496      Tache8496                 2990        7           0
8497      Tache8497                 4134        7           5
8498      Tache8498                 1359        3           6
8499      Tache8499                  245        2          10
8500      Tache8500                 3864        1           5
8501      Tache8501                  838        9           2
8502      Tache8502                  543        6           1
8503      Tache8503                 1501        9          10
8504      Tache8504                 4746        1           1
8505      Tache8505                 4131       10           0
8506      Tache8506                 4688        8           3
8507      Tache8507                 4664        5           3
8508      Tache8508                 4032        8           3
8509      Tache8509                 1781        4           6
8510      Tache8510                 4615        5          10
8511      Tache8511                 1726        5           5
8512      Tache8512                 3164        2           1
8513      Tache8513                 3994        2           0
8514      Tache8514                 4484        3           2
8515      Tache8515                 2867        4           4
8516      Tache8516                 1560        9           3
8517      Tache8517                 3166        2           1
8518      Tache8518                 4796        3           8
8519      Tache8519                 3128        9           0
8520      Tache8520                 2222        6           4
8521      Tache8521                 3431        9           4
8522      Tache8522                  281        9           9
8523      Tache8523                 4155        7           1
8524      Tache8524                 2647        2           4
8525      Tache8525                  173        5           3
8526      Tache8526                 4691        3           3
8527      Tache8527                  791        8           3
8528      Tache8528                 3440        9           7
8529      Tache8529                 4547        5           4
8530      Tache8530                 4378        9          10
8531      Tache8531                 1881        7           5
8532      Tache8532                 2437        1           3
8533      Tache8533                 1390        3           4
8534      Tache8534                  775        7           5
8535      Tache8535                  306        2           7
8536      Tache8536                 1919        2           4
8537      Tache8537                 1402        4           3
8538      Tache8538                 3075        9          10
8539      Tache8539                 3227        1           9
8540      Tache8540                 1210        6           8
8541      Tache8541                 4084        1           4
8542      Tache8542                 3320        2           2
8543      Tache8543                 2209        4           2
8544      Tache8544                 2209        7           8
8545      Tache8545                 4900       10           2
8546      Tache8546                  160        7           5
8547      Tache8547                 3547        6           5
8548      Tache8548                 2204        3           8
8549      Tache8549                 1716        6           3
8550      Tache8550                 3161        5           4
8551      Tache8551                  384        3          10
8552      Tache8552                  684        9           6
8553      Tache8553                 4160        7           4
8554      Tache8554                   74        3           7
8555      Tache8555                 3429        2           2
8556      Tache8556                 2530        6           3
8557      Tache8557                  546        3           1
8558      Tache8558                 3030        6           7
8559      Tache8559                 4878        1          10
8560      Tache8560                 3738        4           3
8561      Tache8561                 2203        5           0
8562      Tache8562                 3063        8           0
8563      Tache8563                 3758        7           6
8564      Tache8564                 4147        6           5
8565      Tache8565                 4116       10          10
8566      Tache8566                 1545        3           8
8567      Tache8567                 2750        9           3
8568      Tache8568                 3035        8           8
8569      Tache8569                 4323        3           1
8570      Tache8570                 2537       10           8
8571      Tache8571                 2380        7           1
8572      Tache8572                 3527        3           3
8573      Tache8573                 2904       10           8
8574      Tache8574                 3353       10           2
8575      Tache8575                 4450        3          10
8576      Tache8576                 3931        3           8
8577      Tache8577                 3931       10           9
8578      Tache8578                 4155       10           3
8579      Tache8579                  757        1           3
8580      Tache8580                 4950        3           1
8581      Tache8581                 1850       10           7
8582      Tache8582                 3082        4           6
8583      Tache8583                 2942       10           7
8584      Tache8584                 1532        4           5
8585      Tache8585                 1891       10           8
8586      Tache8586                  709        6          10
8587      Tache8587                 2867        1           9
8588      Tache8588                 2246        4           3
8589      Tache8589                 4320        2           5
8590      Tache8590                 2404        1           3
8591      Tache8591                 2069        1           5
8592      Tache8592                 3516        2           6
8593      Tache8593                 4105        9           2
8594      Tache8594                 1718        2           9
8595      Tache8595                 1938        7           9
8596      Tache8596                  790        1           3
8597      Tache8597                 3953        1           9
8598      Tache8598                 1877        7           1
8599      Tache8599                 3374        2           1
8600      Tache8600                 4056        3           7
8601      Tache8601                 2229        7           4
8602      Tache8602                 3805        1           4
8603      Tache8603                  326        5           3
8604      Tache8604                  151        7           7
8605      Tache8605                 2488        1           6
8606      Tache8606                 1236        8           4
8607      Tache8607                 4420        9           6
8608      Tache8608                 3884        2           8
8609      Tache8609                 1791        5           8
8610      Tache8610                 3817        7           2
8611      Tache8611                 2450        5           6
8612      Tache8612                 2404        1           6
8613      Tache8613                 2522        5           5
8614      Tache8614                 1704        8           0
8615      Tache8615                 4321        4           2
8616      Tache8616                 2905        9           6
8617      Tache8617                  306       10           7
8618      Tache8618                 1653        9           2
8619      Tache8619                 3481        8           2
8620      Tache8620                   87        7           4
8621      Tache8621                 4800        2           9
8622      Tache8622                 2903        5           3
8623      Tache8623                 3814        5           3
8624      Tache8624                 3316        7           0
8625      Tache8625                 1778        5           5
8626      Tache8626                 3675        1           7
8627      Tache8627                  526        9           5
8628      Tache8628                 3740       10          10
8629      Tache8629                 1108        9           9
8630      Tache8630                  697        7           0
8631      Tache8631                 2230        1           0
8632      Tache8632                  939        2           9
8633      Tache8633                 1858       10           6
8634      Tache8634                 1454       10           7
8635      Tache8635                  877        3           1
8636      Tache8636                 4843        1           7
8637      Tache8637                 4859        2           4
8638      Tache8638                 1712        4           3
8639      Tache8639                 2563        1           6
8640      Tache8640                   74       10           4
8641      Tache8641                 3365        1           1
8642      Tache8642                 1837        1           9
8643      Tache8643                 4932        5           3
8644      Tache8644                 4539        4           3
8645      Tache8645                  987        9           0
8646      Tache8646                 1219        1           2
8647      Tache8647                 4399        1           1
8648      Tache8648                 4660        1           9
8649      Tache8649                 2729        5           6
8650      Tache8650                 2563        5           2
8651      Tache8651                  955        9           8
8652      Tache8652                 2968        9           8
8653      Tache8653                 3513        4           5
8654      Tache8654                 3874        4           4
8655      Tache8655                 4573        2           4
8656      Tache8656                 2382       10           3
8657      Tache8657                   48        2           7
8658      Tache8658                 4729        4           3
8659      Tache8659                 3990        5           8
8660      Tache8660                 3755        7           3
8661      Tache8661                  206        5           9
8662      Tache8662                 2443        2           8
